COU,COUNTRY,VARIABLE,"VARIABLE EXPLANATION",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
MDG,Madagascar,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,579228286.224668,546171458.187606,512995583.847204,468477574.591467,510552850.724222,539347318.909279,638351940.689586,785535049.136044,904554428.127376,869414392.309638,963433625.129811,1007282679.62211,1031260325.21921,1023089698.76923,863311175.984748,774031510.660426,681612026.759651,645964833.127394,548653905.276126,534609518.752122,389326169.549519,296488435.981539,253730169.725376,255307279.151421,203031295.273995,226527708.181278
MLT,Malta,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,146176360.325412,132671132.025915,156347336.792891,178766295.873567,191114433.301252,205597310.67907,226436235.710938,221439259.030873,245327755.581613,237958452.019661,275895363.103312,326437461.567179,410082974.109057,512365377.031668,525915303.140412,532618856.862646,526437239.156114,515222096.55381,539470952.899667,676616275.35608,810587463.933653,885660182.151324,893838685.544972,1008118420.07122,1033966555.99692,1100048452.40599
MUS,Mauritius,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,154461858.657135,134661119.128251,126646511.375832,120867301.842448,127635678.936076,149031721.177423,183708738.403068,318343455.918501,377911666.749931,411102741.959518,538178870.020396,639526477.2884,722638150.542573,693213172.002601,615238514.006134,516148297.433811,500161810.151891,449408725.891718,441956376.748042,582027635.630885,717839460.144563,828340897.26228,864140781.512529,1010378002.71591,1067374420.94161,1135814373.72705
MWI,Malawi,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,113074806.467456,118447556.238346,130706111.948715,144872887.087809,163512127.215485,190203942.442594,189529306.783751,231304030.823125,250635745.266673,268893508.883913,306217458.445924,329480057.403529,333894363.23646,348732967.907502,340667091.22306,296921679.859377,299021435.363682,264774469.683441,237760911.467846,242209450.5957,232421738.345747,240998149.661122,251295254.651677,273092618.937423,294919669.508236,272919874.255852
NIC,Nicaragua,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NLD,Netherlands,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30198740442.7897,31021899929.6339,33035145445.6447,37647934459.6006,44025228796.0612,51889458776.3628,61623244219.3212,68151866347.7281,73993765683.4299,71727500976.7329,82261462227.0708,93607997603.2888,100131093101.934,100073349680.39,77395051683.3353,69613208889.577,63037010519.2761,55090725816.9873,54858846360.8259,73238527197.9139,88238565089.0481,89202630188.2509,81573988042.5352,94392159593.4662,91519169761.6397,96445272724.8713
NOR,Norway,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11837117035.9718,12162765073.5902,12421568014.9079,12814549096.9557,13513920839.1368,15088819873.5204,17528995045.8773,20217118878.4589,23414275588.8646,24092840576.4926,26779415859.5844,27865178847.8131,27490221321.151,28507880828.572,25257981510.9797,23848011971.5557,21004107929.5765,18325930060.7615,18310899664.6771,22592045592.6853,27531193267.4724,29639032673.0989,27296207100.1114,28623413207.1641,26377542105.7774,26483556336.0052
NZL,"New Zealand",MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6155369496.68247,5484408866.16489,5652531999.40163,6116521284.83976,6709397227.45251,7375813453.80574,8578436435.94914,9860486892.5649,10119143369.8315,9503190047.29938,9705829178.15581,11042150946.5851,10890742042.4736,11371501603.4274,11315768788.7475,11512519689.805,11320588890.1088,11097180131.5092,10983207096.6715,12570492267.0071,14084889213.7692,14642451914.8795,12878579518.9061,12650069995.5783,11966909273.669,10967442217.0291
PAK,Pakistan,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5596854603.20574,5859888955.30938,6325155819.88276,6811832454.40121,7201718748.04586,4712229664.57514,3947928474.83858,4860599991.83517,6210252276.5809,7469077277.41336,8756579359.19594,9976072914.44993,10859172825.0302,11586899110.8873,12282726442.2703,11245170937.5066,10917386472.1656,11217808331.3933,10516348269.9815,10562613614.3611,10729669659.0672,11658731086.2347,11456741404.043,12004271457.3177,13436796190.9595,14901229884.5376
PER,Peru,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8716565408.37392,8567227259.64169,8555262360.69182,9415565221.80527,10454857787.3724,11473716086.6364,10810471344.5866,9655758193.01352,7711234711.25815,9862792711.73606,11769975433.2557,12621260522.7901,12114114213.7579,10274279988.6859,9652685493.80086,7332381480.03812,9467818962.24433,10145470243.3219,6673465012.63056,10970235803.9224,12858447806.8914,11153599057.0855,11235615926.7419
PHL,Philippines,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4474741355.9208,4753259158.10056,5102091423.5648,4274807683.41186,4347714605.28732,4731670886.2075,5412846879.51722,6801530699.69274,6862116032.26884,7073375704.51146,7436161672.49895,8120555999.50778,9318108323.23824,9704198941.4592,10073270692.8311,9878859971.23146,8698168708.23652,8413447281.83985,8056802848.35009,7257033924.13259,7349921757.90484,7667837764.67508,7767257637.63415,7734296415.23686,7809443398.80174,8982309905.14402
POL,Poland,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58381520406.9123,57554206667.8182,55189980217.6301,52177695756.6825,50002766279.079,50369398368.032,68454381578.8992,72145284108.8427,77853218022.2964,90618311353.8147,93697962321.3524,90456278605.4694,71641721746.8914,60840727686.6275,48028300483.0757,65864828834.3799,64417748441.2435,56180419006.0896,48505258642.1645,47504384835.1298,39101611555.2756,37177401248.3371,32270942267.2532,323942449017.856,1076180562413.63,4006097080844.11
PRT,Portugal,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4119984209.92129,4294808740.47999,4038989032.07228,4679218262.0426,5268328668.65411,6354307852.2592,7910401741.2843,9544890808.23987,11518552593.3273,11364697357.2948,11021474089.1161,11413025061.0136,10638255184.4453,11671715541.958,11243650793.6001,10377338086.2846,8988863138.31222,7899219469.61888,7416332377.08717,9692428460.2158,11624086524.8115,12676410286.4772,12642114054.5276,16524208468.1344,19791344696.7351,25103853250.4159
SLV,"El Salvador",MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,819955388.364655,793937103.51256,772698183.635999,789042499.851625,773796613.191076,805916082.158627,885791794.194117,987363267.675503,1113986803.73466,1452810687.15756,1712348874.20055,1723914292.58768,1851834244.57258,1879854846.05511,1751864843.2677,1731533739.43868,1782850011.5056,1837388718.42418,2034327591.0361,1393201997.15352,1424353202.03607,1538542511.31209,1649607110.28435,1448802085.47827,1289687531.4575,1350584939.64271
SWE,Sweden,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36154931308.7622,35927868572.4259,35773669366.0592,38948095273.8861,41534174222.4652,44638348886.462,50459266410.79,54289651754.8475,61198763433.826,63692641174.491,65508722716.2447,65685338004.7516,68885370253.0344,71872482587.4965,59752496997.0154,48500953241.137,41009697604.0479,38340203910.5462,38498516640.6194,48016786731.1675,56478037930.4858,62411269038.1472,63730589863.3031,73360296063.4554,72537250761.048,70983168181.938
SYR,Syria,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1924270630.54451,1997883374.8654,1923287546.4099,1969590097.77286,2107944598.98228,2083987555.82085,2323988020.87552,3669212869.34967,4780503710.6589,6368496129.97898,8565108853.77201,10256343127.492,12280758487.0862,13891418460.9759,15539790915.1742,15669718289.9624,16284794538.7784,16622901753.3327,16592213022.8231,19801718652.6392,23305380935.7353,9850397911.46861,11158830843.8866,12264964644.3214,12107273041.277,12791374098.1515
TTO,"Trinidad & Tobago",MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1908388324.71375,1643996514.21369,1456653122.31877,1452506097.96225,1550638171.02589,1756712376.78305,1963578476.77973,2738488509.28679,3025978354.77533,2665126910.09368,2935665136.01252,3130566862.04805,3599437338.83954,4359199709.90181,4276277425.8344,4530051807.74484,4491032606.7472,4490697110.90746,4113942863.13773,2632745744.78825,2627851900.3685,2333114626.68029,2061910983.44754,2120069527.89774,2071126708.89992,2199857380.25004
TUN,Tunisia,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,948948031.877038,911958292.584608,937132635.373917,967079914.258292,1009990160.69774,1144879201.7215,1412336218.39386,1712752789.60123,2112682933.48903,2242405494.87545,2730479210.53428,3346792119.81061,3960945410.52194,4369617814.6829,4057630059.0332,4123699536.94297,4214120409.71743,4145424150.6393,4044348568.63128,4418822796.05613,4423477420.85557,4471025917.64418,4235205988.92392,4757707398.74677,4784269861.05518,5244064824.10559
TUR,Turkey,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10530831144.0882,11223258117.9402,12256874914.1092,12013905913.1468,10427388586.9686,13676507116.8811,17533314641.4134,23562696595.4992,27657782798.6363,30862891250.808,35581719565.3544,37856588379.689,49940598189.7833,40363486130.3959,36801031576.1479,31148757168.027,28951349286.256,26250701270.6978,26099238206.3451,26963554403.2685,29128095439.2036,29144435259.8381,30142338434.7618,37461222493.9651,37809844982.7542,37080384558.7116
TWN,"Taiwan, China",MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4173220016.61909,5075833068.13929,6037357284.20141,6979441872.75683,7920235633.44398,9286501254.59568,12372791912.7198,18143194221.3682,20040484803.5986,22760886415.9039,24715443319.8187,26626943223.2714,30692234222.301,35243931031.6097,38201469800.0036,38620850887.0375,38552469845.4266,40018282978.8707,39294505496.8092,45083528644.9511,55004829432.5513,64492371266.93,73215082454.9004,75645738881.8222,79343315118.8062,89156249604.0947
TZA,Tanzania,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
URY,Uruguay,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
USA,"United States",MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,609543108500.017,626441511104.55,664194895046.019,686994282055.308,699373399256.791,713040733517.732,725828457462.479,775494492771.264,816987902794.361,829538252841.372,863849167840.311,911672311994.002,956796480255.57,1113114326618.83,1154971713579.49,1171545796887.57,1127929121253.4,1112768009429.26,1119265172829.3,1124390353036.45,1120637025581.87,1120972819849.64,1127858455477.74,1131922339630.08,1120032347002.65,1100821229613.85
VEN,Venezuela,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10081876620.6445,10347909807.671,9880342790.52317,10096764261.0341,10978772444.9182,12280581652.8808,13991748731.2955,18896335526.2896,17914836287.6698,19829697167.2287,22631689400.4551,26632040316.6801,31448830417.822,36640068316.4168,37605998285.7681,37469070004.2734,38295900475.3947,31921904877.2268,29071296114.0289,27804387946.7211,18683303674.953,23005283256.4744,20149796946.0502,17886705437.882,17331934040.0325,18154220925.4765
ZAF,"South Africa",MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16636233745.151,17198359590.0908,18282759351.1716,19338915079.5988,20810211538.5076,21792053388.8556,28851702943.9128,33506663867.2785,33559128543.0996,30920483229.3539,33776913550.2779,37044010121.8306,43180459689.2887,57461197130.8408,56189400040.4582,50951084983.4911,57222040743.6503,48154928101.6877,35112398568.7677,37514241990.481,45004543687.7726,43991820736.026,42782213556.6739,48732588347.3392,50174437235.0069,52706102335.6004
ZWE,Zimbabwe,MfgSECap,"Manufacturing Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,907600246.890906,990087775.153152,1068206335.26531,959611063.419373,1057627926.1832,1231020927.92665,1610986194.15943,1982957219.32532,2379898722.95343,2319805392.25673,2361075465.57438,2221017984.10261,2293384571.9126,2547005886.12737,2695655394.89385,2726380257.52928,2404106547.93065,1953489361.08074,1555075028.27476,1715758332.39023,1923557082.23107,2167482994.70635,2199494996.47349,2316712057.50692,2097736258.05554,1983699728.6142
ARG,Argentina,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137600941284.676,152928632977.931,166494754733.416,165739198491.755,178708502156.987,182974104206.674,259941498936.35,327311093647.039,222047478130.651,215303710258.971,221904636420.778,224851483811.087,240134440189.215,339925620988.456,341691649523.799,357380019277.507,407322075745.2,425825420932.752,329520376253.03,366010373625.057,346356783942.858,396539446652.031,240475795611.962,415099641691.379,484651928563.363,521611066639.427
AUS,Australia,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,256067520339.377,268434377187.056,283401204842.864,300428411620.352,327677853985.769,377617350597.232,507261202373.785,582102916978.046,580206476274.891,589417671907.892,557759636419.204,598623451969.809,617160003441.531,659405989549.314,697515708226.548,661168375038.27,619218211772.25,632148835628.899,538987735573.11,559206733276.552,629629440971.414,765595900921.908,811223069051.506,808452475733.623,799930557002.072,752953589836.977
AUT,Austria,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,104183590425.306,107182848037.912,109788766280.021,114924276497.977,127537171231.731,151155580336.984,194211181742.005,215854683432.206,235383351108.951,236701089136.185,264756523429.913,307314881437.082,331132880052.614,341385766944.449,278285071269.009,264993858314.104,256408768792.915,236075378620.992,232388499991.305,324236308459.441,394326666165.037,403035500104.821,378825954647.034,448654726369.975,451296353964.127,499220252953.247
BEL,Belgium,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BLX,Belgium-Luxembourg,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,218660938311.481,214779252731.375,215171159526.961,225549360387.381,234802440458.82,273646851966.311,317655188276.683,348909082283.689,376096569957.792,376316954580.585,412914455372.183,469272184756.829,488886536755.393,479006641315.346,368125540821.958,302596491513.976,276198730008.578,235802189535.354,236917926736.128,303954040059.446,367909261357.671,368474544102.078,350907368147.36,429231648821.559,421168809672.431,458118012623.829
CAN,Canada,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,415669152053.372,430281678420.551,447123542627.018,477470066522.136,503354972123.072,538145718042.519,571609949706.11,645929196605.411,654452409892.889,721227628957.213,693778178982.388,658525510804.221,699926401098.474,765460517193.092,814045299239.513,854489686918.178,900529583826.333,885031576810.552,868860483015.744,890548299694.808,994350075848.345,1137232398514.79,1249702919423.51,1307340723666,1354185436898.31,1295725188576.5
CHL,Chile,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51623126812.2723,50496363268.7397,53017201061.2089,55585293995.7336,61745563192.3899,74289884101.9541,148018651926.572,73915027118.7038,50751311431.253,52358642231.4992,59504016234.5816,58218353889.2568,67562768168.3719,78502262928.4972,84009697735.3166,73368321368.7392,54603902694.9786,48763921549.3324,40127663691.5584,40659351385.1652,45628950895.5353,50654660265.7622,55750919153.7781,60455690189.0317,66534416548.8209,78245846550.5393
COL,Colombia,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35045594453.3595,34059598073.5935,35285349861.3832,36540079159.046,37051868582.6263,38593679726.3868,41132982185.7984,46034800258.6697,45395447720.3934,49829967904.3527,56458931938.1368,63965084375.2304,71777833684.376,80046382585.0589,83604852377.5765,85799506094.1702,84302823509.8595,81801361096.7242,82263159854.9532,77869961738.9192,79326142115.4039,86961358419.9535,84978120885.3978,79593664029.1801,81117559921.0304,86094342522.2178
CRI,"Costa Rica",TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4493807680.4056,4585717544.07025,4819433931.96295,5232827391.30079,5511273068.37735,6057533516.79835,7091196840.40917,7433260274.93414,8307338374.54869,9839098739.12253,11597230737.0027,12534175255.8951,13732289779.7544,15967823507.2004,9471388816.20562,8951793933.18911,10317006790.9949,10994952634.7564,11553504223.954,12301475299.2481,12072747597.7005,11700610565.7804,12410154107.0048,13133929589.154,12603080951.1534,14114714301.4569
CSK,Czechoslovakia,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,122335826282.305,123586057281.838,107331794911.431,103685958058.488,109763701321.651,114230229863.394,129233066500.624,124768614873.07,126566094780.999,122863661273.374,158659886862.521,160924432631.833,160574474303.748,153169616464.308,158995811509.404,155279745537.561,155375645485.506,134627141077.035,125193985027.364,153333625877.993,169403384138.14,162090713730.316,148113860297.998,128671128977.225,75376616496.6057,78756351567.1993
CYP,Cyprus,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2801823639.05113,2583646181.24503,2804522588.60216,3033333509.85,3264155622.82654,3846605858.92975,4808009233.9376,5015109877.3508,4832386199.89013,4531395061.27736,4999898528.02442,6185922536.68336,7471387138.48192,8577068521.01168,7840402884.66206,7552833535.24463,7136954794.5812,6935039117.2939,7241334088.44838,9055205926.23035,10195451732.5204,10880128941.3492,10835822496.2514,12247966933.2233,12512852966.1874,13530208895.8097
DFA,"Germany, West (former)",TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
DNK,Denmark,TotSECap,"Economy-Wide Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84223727611.9775,83409007087.6851,88519316726.6339,108003615850.623,117426696533.126,136613915115.186,174695020599.422,198415985861.642,220904260111.049,221118103254.01,236010882395.081,266144867956.314,283300058528.523,269847995163.616,219204350016.866,192767413376.793,182575202781.244,163970773198.465,166125698801.749,222578119589.06,269725400289.617,274640084264.594,255186087765.53,298682263836.904,289388418986.967,309111351669.474
